variant	country	freq	date	median_freq_nowcast	median_freq_forecast	model
6	tropics	0.5625	2040-10-08	0.5625		NAIVE
6	tropics	0.5625	2040-10-09	0.5625		NAIVE
6	tropics	0.5625	2040-10-10	0.5625		NAIVE
6	tropics	0.5625	2040-10-11	0.5625		NAIVE
6	tropics	0.5625	2040-10-12	0.5625		NAIVE
6	tropics	0.5625	2040-10-13	0.5625		NAIVE
6	tropics	0.5625	2040-10-14	0.5625		NAIVE
6	tropics	0.6297348484848485	2040-10-15	0.6297348484848485		NAIVE
6	tropics	0.6297348484848485	2040-10-16	0.6297348484848485		NAIVE
6	tropics	0.6297348484848485	2040-10-17	0.6297348484848485		NAIVE
6	tropics	0.6297348484848485	2040-10-18	0.6297348484848485		NAIVE
6	tropics	0.6297348484848485	2040-10-19	0.6297348484848485		NAIVE
6	tropics	0.6297348484848485	2040-10-20	0.6297348484848485		NAIVE
6	tropics	0.6297348484848485	2040-10-21	0.6297348484848485		NAIVE
6	tropics	0.6346380471380472	2040-10-22	0.6346380471380472		NAIVE
6	tropics	0.6346380471380472	2040-10-23	0.6346380471380472		NAIVE
6	tropics	0.6346380471380472	2040-10-24	0.6346380471380472		NAIVE
6	tropics	0.6346380471380472	2040-10-25	0.6346380471380472		NAIVE
6	tropics	0.6346380471380472	2040-10-26	0.6346380471380472		NAIVE
6	tropics	0.6346380471380472	2040-10-27	0.6346380471380472		NAIVE
6	tropics	0.6346380471380472	2040-10-28	0.6346380471380472		NAIVE
6	tropics	0.5966681905259492	2040-10-29	0.5966681905259492		NAIVE
6	tropics	0.5966681905259492	2040-10-30	0.5966681905259492		NAIVE
6	tropics	0.5966681905259492	2040-10-31	0.5966681905259492		NAIVE
6	tropics	0.5966681905259492	2040-11-01	0.5966681905259492		NAIVE
6	tropics	0.5966681905259492	2040-11-02	0.5966681905259492		NAIVE
6	tropics	0.5966681905259492	2040-11-03	0.5966681905259492		NAIVE
6	tropics	0.5966681905259492	2040-11-04	0.5966681905259492		NAIVE
6	tropics	0.5561224312086381	2040-11-05	0.5561224312086381		NAIVE
