variant	country	date	freq	median_freq_nowcast	median_freq_forecast	model
5	tropics	2030-08-05	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-06	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-07	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-08	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-09	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-10	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-11	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-12	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-13	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-14	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-15	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-16	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-17	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-18	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-19	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-20	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-21	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-22	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-23	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-24	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-25	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-26	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-27	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-28	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-29	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-30	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-08-31	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-01	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-02	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-03	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-04	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-05	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-06	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-07	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-08	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-09	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-10	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-11	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-12	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-13	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-14	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-15	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-16	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-17	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-18	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-19	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-20	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-21	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-22	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-23	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-24	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-25	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-26	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-27	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-28	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-29	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-09-30	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-01	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-02	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-03	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-04	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-05	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-06	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-07	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-08	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-09	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-10	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-11	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-12	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-13	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-14	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-15	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-16	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-17	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-18	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-19	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-20	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-21	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-22	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-23	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-24	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-25	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-26	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-27	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-28	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-29	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-30	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-10-31	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-01	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-02	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-03	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-04	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-05	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-06	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-07	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-08	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-09	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-10	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-11	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-12	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-13	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-14	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-15	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-16	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-17	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-18	0.012658227848101266	0.012658227848101266		NAIVE
5	tropics	2030-11-19	0.012658227848101266	0.012658227848101266		NAIVE
