country	model	pivot_date	lead	variant	date	MAE	MSE	loglik	coverage_posterior	coverage_predictive	total_seq	raw_freq	smoothed_freq	pred_freq
north	FGA	2025-04-01	-100	0	2024-12-22	0.6007288704358975	0.36087517577518935	-0.04783300074652882	0	1	1.0	0.0	0.6474358974358975	0.046707027
north	FGA	2025-04-01	-93	0	2024-12-29	0.6292085744102565	0.39590343011138723	-6.1379191468468175	0	1	3.0	0.6666666666666666	0.6564102564102564	0.027201682
north	FGA	2025-04-01	-86	0	2025-01-05	0.6755189412451061	0.45632583998090914	-51.26887477378881	0	0	13.0	0.9230769230769231	0.6867934932451062	0.011274552
north	FGA	2025-04-01	-79	0	2025-01-12	0.694083272199887	0.4817515887477024	-80.08413289510787	0	0	15.0	1.0	0.6988842186998869	0.0048009465
north	FGA	2025-04-01	-72	0	2025-01-19	0.8229501226679542	0.6772469043992009	-97.75708045863226	0	0	26.0	0.6923076923076923	0.8249346388679542	0.0019845162
north	FGA	2025-04-01	-65	0	2025-01-26	0.8253540495584304	0.6812093071224999	-174.3219948336175	0	0	31.0	0.8387096774193549	0.8261251150584303	0.0007710655
north	FGA	2025-04-01	-58	0	2025-02-02	0.7939396685202986	0.6303401972501217	-200.53015376435022	0	0	35.0	0.7714285714285715	0.7942569831902986	0.00031731467
north	FGA	2025-04-01	-51	0	2025-02-09	0.7555183536402599	0.5708079826872888	-258.0222030234175	0	0	34.0	0.8823529411764706	0.7556469445802598	0.00012859094
north	FGA	2025-04-01	-44	0	2025-02-16	0.7441100918200841	0.5536998287484941	-241.222370881526	0	1	40.0	0.675	0.7441658883230842	5.5796503e-05
north	FGA	2025-04-01	-37	0	2025-02-23	0.6824110061608059	0.4656847813294034	-412.3366968186272	1	1	60.0	0.7	0.6824349924908059	2.398633e-05
north	FGA	2025-04-01	-30	0	2025-03-02	0.6532444634169353	0.4267283289848797	-581.3149847912989	1	1	74.0	0.7297297297297297	0.6532543650159354	9.901599e-06
north	FGA	2025-04-01	-23	0	2025-03-09	0.5765045463387296	0.3323574919492244	-466.38392578067493	1	1	67.0	0.6119402985074627	0.5765086224711297	4.0761324e-06
north	FGA	2025-04-01	-16	0	2025-03-16	0.5334535681200974	0.28457270934006335	-432.98445576182843	1	1	91.0	0.4065934065934066	0.5334552472748973	1.6791548e-06
north	FGA	2025-04-01	-9	0	2025-03-23	0.47898045615985724	0.22942227738310492	-495.3703307768355	1	1	67.0	0.5671641791044776	0.47898114994365726	6.937838e-07
north	FGA	2025-04-01	-2	0	2025-03-30	0.4210657960894293	0.17729640463642485	-516.017867347517	1	1	113.0	0.34513274336283184	0.4210660920285993	2.9593917e-07
north	FGA	2025-04-01	5	0	2025-04-06	0.3705640623778196	0.13731772432595257	-482.72834142622816	1	1	91.0	0.37362637362637363	0.37056418742640956	1.2504859e-07
north	FGA	2025-04-01	12	0	2025-04-13	0.33488832580244315	0.11215019075876331	-431.3842441826839	1	1	91.0	0.31868131868131866	0.3348883786413572	5.2838914e-08
north	FGA	2025-04-01	19	0	2025-04-20	0.28991296739397193	0.08404952866317823	-568.7137120766413	1	1	111.0	0.32432432432432434	0.2899129885690219	2.117505e-08
north	FGA	2025-04-01	26	0	2025-04-27	0.25533584295936257	0.06519639269976826	-378.9345204188889	1	1	89.0	0.25842696629213485	0.25533585144649656	8.487134e-09
