strain,tsne_x,tsne_y
45b125db,11.775434204198014,52.86613449089148
6d9de0ed,11.34999103253916,52.04315547956136
20e790db,11.756876539023592,51.90254948407862
4633194a,11.359106380620068,52.05267990184999
2475877d,11.359101495210881,52.052644748457624
4964d466,11.359100816771738,52.05263131603166
3de115bc,11.359100569595093,52.05263702779792
30de7024,11.359102507533379,52.05264969677602
649e2cb9,11.359675760209853,52.051710469019596
1b3ac05a,11.35910219710122,52.052637990320875
cbc3f20,11.359101722037739,52.05265671302748
3375d281,11.359100806042544,52.05263209755711
64de2302,11.359097751508347,52.052637974520316
1782c5e1,11.359105187215457,52.05266794057779
1a627892,11.36017258612257,52.05097597897769
844af88,11.359100082656285,52.05264476573968
627d57b1,11.359102618130612,52.05265414918525
56c912e1,11.359102031632002,52.052640021819464
52ce50fc,11.359099016144235,52.0526321655933
519cffb0,11.249350488049181,51.61412363809772
2050bb69,11.359100898605968,52.052629300487546
285a377a,11.35910192500522,52.05265560273202
3ceacaa1,11.359099016144233,52.0526321655933
7a16061d,11.359101017465264,52.05263212702053
fe89045,10.965839477300447,51.839100616954006
57aac5c0,10.640328028449074,51.66502490394549
6203d6aa,11.99221611423868,53.14807869355619
57f03e97,11.96037097033803,53.092371377836024
52cb4949,11.153943114757734,51.25203337897746
3f48e1b5,11.35910118764657,52.05264594696814
685f67,11.35910432711202,52.0526652728409
46b44a39,11.359103383038855,52.05266410907374
5e883cd5,11.359100816771738,52.05263131603166
9d59015,11.35909952635791,52.052628860461745
4bc0396,11.359101889492335,52.0526440369064
164cbaa6,11.359100272885447,52.05263550051663
26606f2c,11.359102153103462,52.0526315312718
4ff2e6c8,11.359103849733089,52.052664657208595
380bccfa,11.359101374956147,52.0526334486413
2c7f35a5,11.359100060828535,52.05262747129407
2c01c9f8,11.35910390371125,52.052660777390734
16ed1d2c,11.359100131848281,52.052631876491816
53015488,11.359101123984841,52.05264271759126
705cd966,11.015304648722703,52.320645243945194
7ed13028,10.7253003362211,52.53980886751993
7bb34033,11.015278673117706,52.320625629458796
6f267c78,10.725255471641479,52.539743141401786
1383e023,11.24580891431458,51.62039049268535
7d51c3d,11.147921629691405,51.26776261546446
507efd9a,12.464146036532775,51.66754896497952
29aa1dc9,12.66604965826565,51.59166168273958
27b06d50,12.661594712930595,51.59337227210322
38f45158,12.661686244284127,51.59335410436869
40408a0a,12.541138899060478,51.631228982475136
47db1093,12.66167629418295,51.5933482968474
365e5ed2,12.661681624309063,51.5933564679969
678f0669,12.656917124012331,51.670624507062776
69bff03b,32.523956690022864,21.01602110682653
9841c5b,11.868467943124282,53.07591058441834
74063069,11.868477266434192,53.075907534514066
70e6db09,10.516344140336374,51.97506701082171
47b857b4,35.22438915254162,22.793717005407302
46acb927,35.23123509639722,22.81154836547499
789e7124,35.16111420840822,22.60814623140583
23335933,35.22824009906919,22.809401134366063
963322c,20.591536583688892,24.89765442294308
2a9de4be,35.23081142803942,22.813231888400036
7b12186f,35.231235748448725,22.81154792091897
3405595,33.968066761331215,19.11337404136596
79aefffb,32.686071895063,20.40145243011201
67fb722e,35.91571017088043,20.291316331423786
2b70ff3,33.818959660394796,20.842176754274075
4c53940b,34.511593175024984,21.163913627803236
78792420,32.50285785726833,20.501062897908078
6ddcf759,32.50159269365662,19.981045982730077
506a89ca,34.46460664171291,21.266623918434966
24f9000b,35.01358360840426,20.410360018924063
1c2e65e7,35.54132730963021,20.90238247848485
cda0420,34.99545541341682,21.054916605134192
59774be1,32.48722220475135,19.91673790663098
4a5afb76,36.13367679561391,19.165793539665625
612f0e9c,33.787212483216614,20.825515556788456
6ba1a463,32.25199335771932,17.1596234815304
72b05352,35.0554660780533,21.0314014630339
2149883e,34.19559185370284,16.588052252396782
2f4faedd,36.13367679561391,19.165793539665625
3ef219d6,32.75028733761418,20.23350731263316
1cf3e26f,35.70678169976386,20.15540648278553
2f458b68,35.123917833952284,20.33593245911427
df7e564,36.13367679561391,19.165793539665625
1e13440d,35.7145166191213,20.796727536998688
5994fb28,36.040881704240626,20.120255716629003
28e3f7d4,36.13367679561391,19.165793539665625
